,SRR14291145,SRR14291146,SRR14291147,SRR14291148,SRR14291149,SRR14291150,SRR14291151,SRR14291152,SRR14291153,SRR14291154,SRR14291155,SRR14291156,SRR14291157,SRR14291158,SRR14291159,SRR14291160,SRR14291161,SRR14291162,SRR14291163,SRR14291164,SRR14291165
Bacteroides humanifaecis,-1.8584647210392844,-2.593535353301215,-2.6111382268019563,-2.6985750974139817,-2.546324455721827,-4.461277549388843,-5.317000666064404,-4.893604251631547,-5.157433812713792,-5.51174884133593,-5.829829121205219,-2.8133431048159414,-5.631885767637779,-5.916581288297702,-5.806193901936952,-3.223093065288556,-3.0118009767369194,-3.6101121925821134,-2.418146765607908,-2.486523029010298,-2.9343614845683708
Bifidobacterium catenulatum,-3.178707454163592,-7.044638461462174,-7.12666022902527,-7.571988753084828,-7.588033991051309,-8.568965418703264,-8.415684940923818,-8.54817960280831,-9.016319035411545,-9.928834169263743,-9.108576392328732,-2.1305407674961794,-8.469829009528802,-8.099059340083125,-7.329755857993973,-7.237448358265646,-7.677261570501778,-7.331284900031702,-8.073958190959049,-8.340694732693237,-6.5912832114359485
Phocaeicola vulgatus,3.701396414038163,3.83046029315115,4.202404761480672,4.291975143137105,3.7320397575621618,3.2717076159433827,1.7553368258672801,2.494963564560027,1.6928744597868752,0.9144207299498365,1.2391869192969298,3.2731388550663945,1.0796091390123144,1.179129063012022,1.245599547484363,3.2665760843707385,3.658202245284225,3.4762691129464263,2.838510514560938,4.061022433639832,-0.5899004235368233
Clostridium sp. C1,-4.239431299577777,-6.770100083509941,-6.410453195025855,-5.756494486217197,-6.965218591331609,-8.7533899898407,-7.9049470252243985,-8.108894557282785,-8.321945317969758,-8.68782606975984,-8.05412860830633,-4.640933800709055,-7.729980906829484,-7.148528016347403,-6.744793357272817,-6.808055566009719,-7.2717468453414424,-6.870443711139716,-7.377574407569446,-7.521266978335055,-3.927359096604375
Xylanibacter ruminicola,-4.8217344538484435,-6.474451313421424,-6.029657822219876,-6.439037347281599,-6.044978442064063,-10.33835249056198,-9.56343856136755,-9.702902197606944,-10.549751235492568,-10.651300193734828,-10.439782300804124,-3.090697181966803,-9.358797697140115,-8.930936581274826,-8.499680859436316,-7.911678197083873,-8.320327025786513,-8.411012092502428,-8.557280429804381,-8.428157573943587,-8.197230737286441
Christensenella minuta,-7.610085434281564,-8.817753059101344,-8.627353812848835,-9.164111045378853,-8.727308779653459,-7.0766849204919255,-6.293349397999755,-5.891663841062114,-7.0562117625350025,-6.956420000935531,-6.6831721774916,-7.39967633727052,-5.796272585538659,-5.206286309541801,-4.845044830908305,-5.776269077342066,-6.063068358456872,-6.132351451519228,-6.209094268582287,-6.585178742155232,-5.965244767711877
Coprococcus catus,-4.142168817757613,-2.682330905058971,-2.285421042301479,-2.639379304906081,-2.942408708423507,-3.347603862034345,-2.11854547732899,-2.1379258967609687,-3.0457163354752805,-3.3056731815809495,-2.8170219464848545,-3.6088725914767568,-3.0781987480113715,-2.324790503209043,-1.9503774909226974,-1.9162417912957226,-2.0941458041072525,-1.7952988670733963,-1.992081183904611,-2.3698952020810786,-3.9430586821030396
Parabacteroides merdae,-3.4604934349362533,0.7410388609211729,-0.9335703096052004,-0.22523368034838318,0.045607599814171194,-6.114789525517418,-5.862998843226406,-5.7513425526647,-5.896811940955392,-5.509703915350904,-5.591462246069725,-3.397620727745509,-4.9934473219615665,-5.74824428375858,-5.580817622161684,1.3163984913528293,1.5130829721794679,0.1292480630266968,1.2701919009932845,0.690718627940184,-4.959351053482997
Odoribacter splanchnicus,-0.003150510988632985,-0.932284322766522,-1.8855999798335632,-0.20441181440699097,-0.998101435513173,-6.573782435001,-5.992689919866046,-5.543602036701761,-5.109428439802957,-4.942561152375142,-4.496133155185436,-2.446365061596927,-4.621832102973852,-4.526305897057157,-4.460761870143972,-0.357987635727602,0.3716315517344684,-0.26502206871904654,0.4078854244528143,0.5922321139218967,-0.4113741214210074
Roseburia rectibacter,-2.9761750942138514,-3.038352198614742,-2.03792179525956,-3.9977793086605296,-3.0529733420224034,-3.187220605274057,-2.92468324328564,-2.6376257931091964,-3.1935888874669534,-2.680906655820042,-1.779728883501545,-1.1973569474394055,-3.3200818900241185,-3.4480882982063012,-3.0823557417563534,-0.9624413107657557,-2.9836523455299537,-2.5239299779740785,-2.7828967520150716,-3.033266207500964,-3.643316672824508
Dorea formicigenerans,-3.592979530288455,-1.1263480632028027,-1.3062892912217827,-1.5736636439980036,-1.6148340503950023,-3.310949087636048,-3.0503689791281285,-2.634174610756297,-3.6221291982999437,-3.6930374964051746,-3.224993170212249,-3.270863585459571,-3.1649529594839114,-2.1978534494296462,-1.9547164266470347,-2.0651208666080088,-2.5790447516371775,-2.4891711554279263,-2.736840935552615,-3.006513479895279,-3.685782160881523
Bacteroides stercoris,2.2680005883467773,4.399673453767288,1.8757529776275468,3.143276697491158,4.75385314590797,-4.705026968279246,-5.165742958862175,-5.162865567767306,-5.352663903067713,-5.386388500660258,-5.770097121177491,0.2762941076687351,-5.362141140214428,-6.0125503468284185,-6.04435363913172,0.13730134619190515,2.6435290837254,2.226816879878573,3.707892070351115,2.661938300957971,-4.005452924197863
Coprobacter fastidiosus,-6.010513238676059,-7.3839963624759175,-7.953123974030594,-7.991795496511528,-6.970977860620295,-7.964894095034386,-7.441448036988897,-7.675935150006686,-8.422639317589233,-9.388265787901014,-9.870416655134017,-6.670411001785893,-7.392586010596363,-9.930936581274826,-9.545484549049489,-1.7396231272775122,-1.9773086737052368,-1.2678608230534316,-1.8144382693014616,-0.7430584019369445,-9.09031553336994
Ruthenibacterium lactatiformans,-5.271731791481086,-4.7328257106668685,-4.190420818450757,-4.381577295407269,-4.246764173862921,-4.058003499425838,-3.262525282538634,-2.622059535719729,-3.8493115173514574,-3.8292074193551895,-4.1729957601091705,-5.703885706336977,-2.1598525171582446,-0.8541209842239353,-1.3084673872149855,-2.3251178503239904,-2.7444510970154177,-3.18000915474466,-3.127254647862637,-3.433804137084693,-2.202317863320758
Ruminococcus albus,-7.213055884153481,-7.440898753710401,-7.165134376839905,-8.252920312336697,-7.477330526645073,-6.3342597359279225,-5.754064471673246,-5.3891635005329315,-6.146627057757209,-5.499522539002665,-6.115529152970473,-7.637695426642518,-4.528722698582372,-4.549653208770986,-3.4443984239350827,-5.602080904107228,-5.765317747166975,-5.151054890197635,-5.764722509674814,-6.254230641943751,-6.716340690712965
Coprococcus sp. ART55/1,-5.18510182258248,-5.164453428617034,-4.277308042858303,-5.622869922087002,-5.05259162617393,0.5309609318528153,0.9021078375478458,-0.22407535292874237,-1.1796374420843578,-0.15020942346020666,-2.9268825772851996,-4.892665557477349,-1.0712563138028366,0.31409314237703173,1.7241323232682235,1.3991762622780235,0.006164026831399901,0.7651610566050735,0.09285546218880716,0.6895829158128177,-5.411553728647001
Wansuia hejianensis,-5.523270558477052,-5.564170128612125,-5.140283512889241,-5.859512829029389,-6.0480188963841055,-5.858204894884406,-5.00344297616292,-4.915122813886101,-5.564059072176431,-5.358518444506878,-4.964571869676966,-5.459884867456462,-5.077511586750042,-4.338778579149409,-4.227051074459902,-4.069662267579649,-4.642872844956859,-4.641625020643836,-4.812240713597217,-5.319633117165386,-4.8928480719706835
Kineothrix sp. MB12-C1,-6.643508435819016,-6.0797112283758015,-5.352219929440397,-6.568422138064621,-6.389867685394733,-7.009881549807678,-6.491030065839452,-6.62992275224984,-7.083433231270014,-7.078410525314155,-6.76098341404799,-6.150882947013373,-6.6339049352744315,-6.482035630129643,-5.8522224329813595,-4.583623999399667,-6.122134299321391,-5.660990345510769,-6.1468507116410445,-6.550413323994554,-6.3629507094859985
Eubacterium sp. MSJ-33,-6.0141518157394,-5.772706579324411,-5.01577958188034,-6.774873015532058,-6.066397425698963,-6.052950271699555,-5.760130472372599,-5.674266329646061,-6.022891689334963,-6.228394451122543,-5.659268990965112,-5.472811041900734,-5.789504652684785,-5.392398417644962,-4.751488009846813,-3.888838220725758,-5.33772407602104,-4.948602774065225,-5.573937773757948,-5.6337417075934475,-6.1069728773235346
Bacteroides zoogleoformans,-3.0590156388431344,-6.173035815859767,-5.885026457647172,-6.116458069787421,-5.979660103720078,-8.28998946900044,-8.390373852394633,-8.37554021666898,-8.493898000759076,-8.042490951059216,-8.499160847883017,-4.133673656981144,-8.091317386275072,-8.404867769607216,-8.641699864308727,-5.9466307959183,-5.420039165002231,-6.423360484930067,-5.53899507677659,-5.203191208943278,-4.2136733039216985
Blautia massiliensis (ex Durand et al. 2017),-0.972630931422029,-0.9616295317736685,-0.6275336813216784,-0.4083266236708468,-1.518777811214056,-2.2974401399286943,-1.8669482633721506,-0.8982232134971571,0.0,-1.302129562873616,-0.9510351153422179,0.7217291458027962,-0.6402965324874015,-0.6857642072010506,-0.45836394360682725,-1.5678546070772927,-0.8733004280399851,-1.241314807111542,-0.9165190464524783,0.0,-0.22919696884453752
Adlercreutzia equolifaciens,-10.39558092237553,-7.5892215006675,-6.4711362308271125,-5.584541803427896,-8.292905955507665,-6.731694918741334,-5.764188688946953,-4.717436137233111,-5.585790454390134,-6.509703915350904,-6.835557897922298,0.0,-6.206794603695008,-4.848574611717293,-4.421530051701623,-4.772780091262183,-4.794189594411378,-5.475981016529398,-5.702348456680037,-5.42365618170861,-4.905743755963209
Prevotella denticola,-4.850718141517948,-5.09430860458876,-4.7630359332685535,-5.075382126784501,-4.745702930750709,-9.405466686420429,-9.50794344877585,-9.164036111475264,-9.274116792879164,-9.68782606975984,-9.48708801558247,-3.139387308175537,-9.206794603695009,-8.445509754104545,-8.270862168940413,-8.466267048761534,-8.532871661166604,-8.761919254361572,-8.377574407569446,-8.410235665946303,-9.165866566377126
Lachnoclostridium phocaeense,-5.783973649436357,-4.606554849428759,-3.980431320026307,-4.84757620926169,-4.649049765732918,-5.899938653193588,-5.334997095358248,-5.093200750177636,-5.786451493512879,-5.644553361294138,-5.348218949808268,-5.355115999230977,-5.074766210011224,-4.675435848126381,-4.312328786235777,-3.9864867847324073,-4.8519401019147255,-4.785635323335352,-5.085854048892236,-5.260237708391616,-4.682657564456677
uncultured Alistipes sp.,-5.1922973239866845,-5.883842249559118,-6.254164702444117,-5.04904797897104,-5.739545452172313,-5.422744677852179,-5.459430870894262,-4.45927909821937,-4.856631142595553,-5.255551865555687,-5.710984027509269,-5.829416588420841,-4.650160826032346,-3.891798187367809,-3.7582138730351256,-4.583623999399667,-4.338974787014748,-5.587355358115716,-5.051752396577589,-4.6934479537177145,-4.201696520858471
Monoglobus pectinilyticus,-7.006883815275375,-7.5439922466744935,-7.216158379864381,-8.18580611647818,-7.776890808503996,-5.064768787513138,-4.570527986153819,-3.394649039616657,-3.383522069661993,-2.949127508369172,-4.525156056415949,-6.7520947993796065,-4.084397972335282,-2.9099011017634027,-3.538954864597214,-4.282631667288289,-4.127527558091605,-3.9969995986243387,-4.9834014282122,-4.9752986092297435,-4.535100376042819
Bacteroides xylanisolvens,2.072205596722746,-0.4961614528547816,-0.5862189704248254,-0.4233989092875043,-0.6157501143880514,-0.936891126860275,-1.385872460159678,-2.472813768513198,-3.42372609356594,-3.39674394182523,-3.5251560564159474,0.9729818628965964,-2.8636829314630776,-2.652580053264043,-3.1665255091256554,-2.5204574638606863,-1.6664267783673659,-1.8246840497570307,-1.4144960875632318,-1.2058456623892542,3.969092737077186
Caproicibacterium sp. ZCY20-5,-7.588226000317842,-6.478700786422775,-6.207528074720929,-6.730354348753414,-6.619349531517507,-6.4985760908118255,-5.8651764965317845,-5.9329708152190275,-6.375613982763332,-6.563837352484392,-6.649144773691415,-7.637695426642518,-5.997341238066063,-5.1803300764391755,-5.081828344550378,-5.339562575918318,-5.493343296979966,-5.396737961520303,-5.775385492737688,-6.226523712773909,-6.160060944695902
Parabacteroides goldsteinii,-2.7125863386937406,-7.37604760936044,-7.413758339749536,-7.435784369486522,-7.15540243175771,1.1301095674931296,1.1667485001676459,1.1264166579567039,0.9000218885545591,1.3442373228605902,1.6645733835467171,-4.290754432890478,2.0794454759120513,1.9561012101444306,2.2075838946951802,-2.2574230580268915,-2.3169342619674542,-3.2144658486527717,-2.3369267819144506,-3.0234417473469186,-7.127596549449384
Hungatella hathewayi,-3.3198906725274315,-4.335020341100366,-4.142338146572695,-4.531495569066261,-4.6421413963907385,-4.685344602417547,-4.2550102969592585,-3.9215424840822823,-4.730244388179614,-4.493448024592982,-4.317831083168442,-3.671652385807029,-3.8369791794110957,-3.5033304084928676,-3.0791942466104976,-2.997643005843489,-3.624455211327124,-3.535053356445789,-3.9778490350564106,-4.107131445350581,-2.4576911994564017
Catenibacterium mitsuokai,-6.78552744069145,-7.032093208143062,-6.248252009574221,-7.3233096402280955,-7.000124206279796,-7.282084270915071,-6.92298094805464,-6.102147724842203,-7.281978910652109,-7.191868575097424,-6.593078711270647,-6.432970777368941,-6.209803353567348,-5.414921434271104,-4.792321727355393,-5.658912126703908,-6.579414247103643,-6.319696925756472,-6.605936235748467,-6.995198166667459,-6.367403475492632
Prevotella dentalis,-4.474209740026164,-4.694017690679102,-4.388339355247046,-4.687168415581371,-4.282126116754399,-9.243195257521542,-9.106580886394028,-9.073270647552118,-9.371413994234036,-9.165873366564552,-10.224053609748642,-2.627822885218116,-9.136405275803668,-9.252864676162137,-9.142128854818225,-9.040002294059462,-7.521466897894353,-8.27053086895262,-8.572077431732419,-7.929906706415732,-9.872135363320478
Chordicoccus furentiruminis,-7.683506503750954,-7.162743060851939,-6.22774635413958,-7.509101047129443,-7.072576000628097,-7.022997049597937,-6.891567995423182,-6.3327905692096245,-7.197765906749018,-7.16587336656449,-6.9973738300091,-6.946742230233146,-6.37559293968304,-5.813241538605019,-5.502501378498654,-5.124192380762368,-5.683603097375606,-5.837020709602265,-6.171990273919551,-6.2582325725012415,-6.747923335922857
Paraprevotella xylaniphila,-5.495031853640734,-1.495690390729356,-1.4274726692508317,-3.2228225025153363,-1.1631077823204954,-7.97760514678394,-7.834984467056837,-7.51195941489557,-7.182968904820944,-7.441846828105784,-7.113207841060348,-4.938749439479611,-6.963938079798855,-7.043411310533194,-6.813180332253058,-6.483273474067207,-6.050719966029225,-6.782980869889381,-5.8935408156990645,-5.855267905522971,-6.913862488930118
Longicatena caecimuris,-0.10789891567286557,-2.604521861616509,-2.9679271731156085,-3.4937983045183163,-3.2406639743265013,-5.552231402943415,-4.933224979551443,-4.920058484252251,-5.704921608016288,-6.016126247059796,-4.872378171467222,-0.8635879706614535,-3.707480193884672,-3.7214832156458164,-3.6810986819554152,-3.548894969284665,-3.9412454301644364,-4.758004204358163,-4.969866450089087,-4.970366313687511,-6.039689460299959
Thomasclavelia ramosa,-4.010967559272118,-3.3446834384510855,-3.851025786411836,-2.7348448436006243,-3.90747491831412,-6.3631558815623785,-5.856485536267733,-5.903345646109752,-6.4578287460515185,-6.109042143967801,-5.74113363818897,-4.266793037879832,-6.605890559104839,-5.738742415991421,-5.632402119726616,-5.2326473720018045,-5.944097546495429,-5.665872566890511,-5.914602431226902,-6.095449640302949,-2.2432901558802674
Bacteroides ovatus,0.8994327296711018,0.5513722144162614,0.8111283963093416,0.7837548303555415,1.433891209597292,2.785452947416511,2.958229229493744,2.14174435806171,1.9447885917111372,2.29923747814663,2.1939234013477327,-0.11490720334823593,3.3340478231904576,3.938861584314368,2.2357165016042466,0.3427976448856052,1.2055423413278552,1.4181700711512677,1.0517475052914456,1.0751215851326528,1.7676099382507682
Bacteroides eggerthii,1.9248930670725608,-0.23728353940456842,-2.5544087800536612,-1.3911933354971682,0.08686227646016845,-5.663357788978172,-5.809599148636901,-6.36742757088164,-5.681334787698668,-5.737214096722002,-6.229071684515266,0.10374132820596262,-5.999943033254344,-6.997363943013758,-7.309856300556271,-3.6898340163167744,-1.834856085572459,-2.1540529216420343,-0.8046437820013902,-1.7014285151050192,-5.047706927903846
Faecalibacterium sp. I3-3-33,-4.712032201932217,-3.2426936521478846,-2.5446385424202513,-3.0753821267845014,-3.3405723891379537,-2.649625336261204,-2.7350220237820646,-3.229924047131697,-2.3521465299078215,-3.5173873794956836,-1.6998384071145154,-5.218216998867589,-2.68558678747102,-2.553812832145279,-2.42319925822925,-1.8346352428438686,-2.208941213368093,-2.2066632604565792,-2.1640870005374993,-2.6907412080064885,-3.5454693494263636
Bacteroides nordii,-0.40663468489132204,-6.6841699047227525,-7.007016982025775,-6.66414619766552,-6.583615319784289,-5.056317122797954,-5.382554347935322,-5.911186399326932,-5.352663903067713,-5.180437994321021,-5.301221470271095,-2.4256216781882745,-5.1933323438884464,-5.930936581274774,-5.623163912871273,-4.95253945280907,-3.932722756630772,-4.665872566890511,-4.111969919411693,-3.8334597466196767,-6.052180404483159
Alistipes communis,-4.065607598932041,-4.14913262933328,-4.840979900274754,-3.507819600672805,-4.218229269213144,-2.2128216084779417,-2.7872313356084417,-1.6292153258557645,-1.0777552202154645,-1.3194875099155123,-2.271959528678589,-5.69881471678956,-0.9889984256520298,-1.3783443270874132,-1.3636510100507204,-1.8568574239997033,-1.083755777137798,-2.664650461742557,-1.7677800538683481,-1.845827386030395,-2.120650030343724
Clostridium sp. M62/1,-3.9973997943129063,-3.6502225727994144,-3.4278902969975293,-4.038524089484178,-3.951631771815466,-4.01560491536789,-3.6612703760013834,-3.1975025694393193,-3.7836582786212,-4.038063239018387,-3.780189146718367,-4.148576479630196,-3.149705411488187,-2.8358560893733515,-2.616273873047903,-1.856164985761842,-3.056366529170364,-2.9111662054192116,-3.2546181944427044,-3.335400433023699,-3.0589167359790275
Bacteroides caccae,2.2661444443510024,2.2387532294137387,1.1207141072188014,3.210303995351964,1.695239039666756,-2.738439648374673,-2.6081020509363784,-2.8829641461117244,-2.838763592844784,-3.0154007277883377,-3.6324273787464683,1.2156770737235583,-2.6106048475505967,-4.716811775921921,-5.225885260222007,-2.058202728846835,-0.5230652553383258,-1.048669729169146,-0.868352204379842,-0.6715178610526366,1.5249481338312187
Blautia parvula,-5.409888759059311,-5.619399649332518,-4.870194349521497,-5.894809881142685,-5.804905184673573,-5.800604628261478,-4.743009283164247,-4.649462938645484,-5.46900382160819,-5.183694643651721,-4.467682616409838,-5.319654253839312,-4.681143298915268,-3.905021882523975,-3.7540065354341388,-3.866354206574379,-4.783933425334322,-4.815161275638527,-5.130331122282335,-5.29065405019362,-2.790266538543272
Phascolarctobacterium faecium,-8.700993930479788,-9.211416907587656,-8.91515612383158,-10.020746870207779,-9.477330526645073,-2.2654281839102497,-1.7170878238772715,-0.6083514032763291,-1.7500435752111025,-1.7048324950655225,-1.7547509708440265,-8.995651830714142,-1.7666175421376549,-1.5105552400781295,-2.3839869072392603,-2.060062043342652,-1.81710028926952,-2.2515994093730622,-2.3816417771676317,-1.8903567761525233,-1.3851416090587143
Segatella copri,-0.9964997973773614,-1.6545727872923792,-1.3477679268099114,-1.7648889269594228,-1.3942138829471518,-7.205327071931032,-7.116922830615506,-7.291271299771363,-7.4578287460515185,-7.572348852339913,-7.487088015582445,0.929263031616126,-7.015653116343011,-7.26190981576514,-7.159830856551661,-6.247098528299353,-5.888099765210151,-6.366617973143965,-6.1496224608911,-5.730494940473034,-6.3629507094859985
Allocoprobacillus halotolerans,-4.376721895124108,-10.183402531418187,-9.860014569639175,-9.27600392544979,-10.23632242714142,-8.964894095034422,-8.577652420587249,-7.930976765086941,-9.042791246772724,-8.803303287179826,-9.036426606572913,-4.6904024769733565,-8.293506236888371,-7.355624250587339,-7.142128854818204,-7.190142643487277,-7.70279666260892,-7.241087091060122,-7.664195633720864,-7.855267905522988,-3.8630679783855846
Faecalibacterium sp. I4-3-84,-4.85397479084865,-3.0748780746398556,-2.286367382145768,-2.852447440814386,-3.2109698737882075,-2.452101661012318,-1.4931334268198193,-1.689777075160303,-2.30933647140361,-3.263282908389584,-2.640970842245701,-5.432970777368941,-2.4195449952270947,-1.4688842624783334,-1.6353012332500325,-1.8206086163527966,-0.12894663574219878,-0.6015362587919163,-0.7759207162796776,-1.046398342863367,-3.0363619543098346
Qiania dongpingensis,-6.16372817178991,-5.32350941534668,-4.612087056195505,-5.842182950491474,-5.411241336187297,-6.093880535754438,-5.794994735728132,-5.549708691495047,-6.150220322481216,-6.286727761438872,-5.898123584303776,-5.539238403639706,-5.615833362352414,-5.18677548570436,-4.726541652716581,-4.649283425506129,-4.741967259889594,-4.752800609750625,-5.286293900580151,-5.319633117165386,-5.207173540534014
